id,"Country name","City name","State abbreviation",Categories,Tags
23444,,Sahagun,,Europe>Spain,
23445,,Salardu,,Europe>Spain,
23446,,Salobrena,,Europe>Spain,
23447,,"San Bartolome de Tirajana",,Europe>Spain,
23448,,"San Esteban de Gormaz",,Europe>Spain,
23449,,"Sanlucar de Barrameda",,Europe>Spain,
23450,,"Sant Antoni de Portmany",,Europe>Spain,
23451,,"Sant Elm",,Europe>Spain,
23452,,"Sant Feliu de Guixols",,Europe>Spain,
23453,,"Sant Joan de Les Abadesses",,Europe>Spain,
23454,,"Sant Mateu",,Europe>Spain,
23455,,"Sant Mateu d'Aubarca",,Europe>Spain,
23456,,"Santa Eugenia",,Europe>Spain,
23457,,"Santa EulA ria des Riu",,Europe>Spain,
23458,,"Santo Domingo de la Calzada",,Europe>Spain,
23459,,Santona,,Europe>Spain,
23460,,Segovia,,Europe>Spain,
23461,,"Segura de la Sierra",,Europe>Spain,
23462,,"Ses Salines",,Europe>Spain,
23463,,Siguenza,,Europe>Spain,
23464,,Sineu,,Europe>Spain,
23465,,Sitges,,Europe>Spain,
23466,,"Son Serra de Marina",,Europe>Spain,
23467,,Sorbas,,Europe>Spain,
23468,,Soria,,Europe>Spain,
23469,,Taull,,Europe>Spain,
23470,,"Talavera de la Reina",,Europe>Spain,
23471,,Tamariu,,Europe>Spain,
23472,,Tarazona,,Europe>Spain,
23473,,Tarifa,,Europe>Spain,
23474,,Telde,,Europe>Spain,
23475,,Teruel,,Europe>Spain,
23476,,Toledo,,Europe>Spain,
23477,,Toro,,Europe>Spain,
23478,,"Torroella de Montgri",,Europe>Spain,
23479,,"Tossa de Mar",,Europe>Spain,
23480,,Trevelez,,Europe>Spain,
23481,,Trujillo,,Europe>Spain,
23482,,Tui,,Europe>Spain,
23483,,Valor,,Europe>Spain,
23484,,"Valencia de Alcantara",,Europe>Spain,
23485,,Valldemossa,,Europe>Spain,
23486,,"Vejer de la Frontera",,Europe>Spain,
23487,,Verin,,Europe>Spain,
23488,,Vic,,Europe>Spain,
23489,,Viveiro,,Europe>Spain,
23490,,Zafra,,Europe>Spain,
23491,,Zamora,,Europe>Spain,
23492,,Zarautz,,Europe>Spain,
23493,,Zumaia,,Europe>Spain,
23494,,Ampara,,"Asia>Sri Lanka",
23495,,Anuradhapura,,"Asia>Sri Lanka",
23496,,Badulla,,"Asia>Sri Lanka",
23497,,Batticaloa,,"Asia>Sri Lanka",
23498,,Dambulla,,"Asia>Sri Lanka",
23499,,Ella,,"Asia>Sri Lanka",
23500,,Galle,,"Asia>Sri Lanka",
23501,,Haputale,,"Asia>Sri Lanka",
23502,,Kataragama,,"Asia>Sri Lanka",
23503,,"Kilinochchi & Around",,"Asia>Sri Lanka",
23504,,Monaragala,,"Asia>Sri Lanka",
23505,,Monaragala,,"Asia>Sri Lanka",
23506,,"Point Pedro",,"Asia>Sri Lanka",
23507,,Polonnaruwa,,"Asia>Sri Lanka",
23508,,Ratnapura,,"Asia>Sri Lanka",
23509,,"Tangalla & Around",,"Asia>Sri Lanka",
23510,,Tissamaharama,,"Asia>Sri Lanka",
23511,,Trincomalee,,"Asia>Sri Lanka",
23512,,Unawatuna,,"Asia>Sri Lanka",
23513,,Weligama,,"Asia>Sri Lanka",
23515,,Marigot,,"North America>Sint Maarten",
23516,,Abri,,"Africa>South Sudan",
23517,,El-Obeid,,"Africa>South Sudan",
23518,,Gedaref,,"Africa>South Sudan",
23519,,Kassala,,"Africa>South Sudan",
23520,,Kerma,,"Africa>South Sudan",
23521,,Khartoum,,"Africa>South Sudan",
23522,,"Port Sudan",,"Africa>South Sudan",
23523,,Wawa,,"Africa>South Sudan",
23524,,Ahus,,Europe>Sweden,
23525,,Are,,Europe>Sweden,
23526,,Abisko,,Europe>Sweden,
23527,,Ammarnas,,Europe>Sweden,
23528,,Arjeplog,,Europe>Sweden,
23529,,Borgholm,,Europe>Sweden,
23530,,Eksjo,,Europe>Sweden,
23531,,Hoganas,,Europe>Sweden,
23532,,Harnosand,,Europe>Sweden,
23533,,Haverud,,Europe>Sweden,
23534,,Idre,,Europe>Sweden,
23535,,Jokkmokk,,Europe>Sweden,
23536,,Jukkasjarvi,,Europe>Sweden,
23537,,Karesuando,,Europe>Sweden,
23538,,Karlshamn,,Europe>Sweden,
23539,,Kiruna,,Europe>Sweden,
23540,,Kosta,,Europe>Sweden,
23541,,Leksand,,Europe>Sweden,
23542,,Molle,,Europe>Sweden,
23543,,Marstrand,,Europe>Sweden,
23544,,Mora,,Europe>Sweden,
23545,,Nora,,Europe>Sweden,
23546,,Oskarshamn,,Europe>Sweden,
23547,,Rattvik,,Europe>Sweden,
23548,,Riksgransen,,Europe>Sweden,
23549,,Sala,,Europe>Sweden,
23550,,Smogen,,Europe>Sweden,
23551,,Sorsele,,Europe>Sweden,
23552,,Stromstad,,Europe>Sweden,
23553,,Stromsund,,Europe>Sweden,
23554,,Sunne,,Europe>Sweden,
23555,,Tallberg,,Europe>Sweden,
23556,,Torsby,,Europe>Sweden,
23557,,Trelleborg,,Europe>Sweden,
23558,,Uddevalla,,Europe>Sweden,
23559,,Vanersborg,,Europe>Sweden,
23560,,Vastervik,,Europe>Sweden,
23561,,Vilhelmina,,Europe>Sweden,
23562,,Vimmerby,,Europe>Sweden,
23563,,Visby,,Europe>Sweden,
23564,,Ystad,,Europe>Sweden,
23565,,Andermatt,,Europe>Switzerland,
23566,,Appenzell,,Europe>Switzerland,
23567,,Arosa,,Europe>Switzerland,
23568,,Ascona,,Europe>Switzerland,
23569,,Bellinzona,,Europe>Switzerland,
23570,,Brienz,,Europe>Switzerland,
23571,,Celerina,,Europe>Switzerland,
23572,,Champery,,Europe>Switzerland,
23573,,Charmey,,Europe>Switzerland,
23574,,Delemont,,Europe>Switzerland,
23575,,Disentis-Muster,,Europe>Switzerland,
23576,,Einsiedeln,,Europe>Switzerland,
23577,,Engelberg,,Europe>Switzerland,
23578,,Gimmelwald,,Europe>Switzerland,
23579,,Glarus,,Europe>Switzerland,
23580,,Grindelwald,,Europe>Switzerland,
23581,,Interlaken,,Europe>Switzerland,
23582,,Kandersteg,,Europe>Switzerland,
23583,,Kreuzlingen,,Europe>Switzerland,
23584,,"La Chaux-de-Fonds",,Europe>Switzerland,
23585,,Lauterbrunnen,,Europe>Switzerland,
23586,,Leukerbad,,Europe>Switzerland,
23587,,Lutry,,Europe>Switzerland,
23588,,Murren,,Europe>Switzerland,
23589,,Meiringen,,Europe>Switzerland,
23590,,Montreux,,Europe>Switzerland,
23591,,Pontresina,,Europe>Switzerland,
23592,,Porrentruy,,Europe>Switzerland,
23593,,Rorschach,,Europe>Switzerland,
23594,,Scuol,,Europe>Switzerland,
23595,,Sierre,,Europe>Switzerland,
23596,,Solothurn,,Europe>Switzerland,
23597,,Spiez,,Europe>Switzerland,
23598,,"St Moritz",,Europe>Switzerland,
23599,,"Stein am Rhein",,Europe>Switzerland,
23600,,Thun,,Europe>Switzerland,
23601,,Vals,,Europe>Switzerland,
23602,,Wengen,,Europe>Switzerland,
23603,,Wildhaus,,Europe>Switzerland,
23604,,Yverdon-les-Bains,,Europe>Switzerland,
23605,,Zermatt,,Europe>Switzerland,
23606,,Zernez,,Europe>Switzerland,
23607,,Baling,,Asia>Taiwan,
23608,,Beipu,,Asia>Taiwan,
23609,,Chiayi,,Asia>Taiwan,
23610,,Donggang,,Asia>Taiwan,
23611,,Dulan,,Asia>Taiwan,
23612,,Houtong,,Asia>Taiwan,
23613,,Hualien,,Asia>Taiwan,
23614,,Jiji,,Asia>Taiwan,
23615,,Kincheng,,Asia>Taiwan,
23616,,Magong,,Asia>Taiwan,
23617,,Meinong,,Asia>Taiwan,
23618,,Puli,,Asia>Taiwan,
23619,,Ruisui,,Asia>Taiwan,
23620,,Shihtiping,,Asia>Taiwan,
23621,,Yuli,,Asia>Taiwan,
23622,,Ayni,,Asia>Tajikistan,
23623,,Garm,,Asia>Tajikistan,
23624,,Ishkashim,,Asia>Tajikistan,
23625,,Istaravshan,,Asia>Tajikistan,
23626,,Kalai-Khum,,Asia>Tajikistan,
23627,,Khojand,,Asia>Tajikistan,
23628,,Khorog,,Asia>Tajikistan,
23629,,Langar,,Asia>Tajikistan,
23630,,Margeb,,Asia>Tajikistan,
23631,,Murgab,,Asia>Tajikistan,
23632,,Penjikent,,Asia>Tajikistan,
23633,,Sarvoda,,Asia>Tajikistan,
23634,,Veshab,,Asia>Tajikistan,
23635,,Babati,,Africa>Tanzania,
23636,,Bukoba,,Africa>Tanzania,
23637,,"Chake Chake",,Africa>Tanzania,
23638,,Dodoma,,Africa>Tanzania,
23639,,Fumba,,Africa>Tanzania,
23640,,Iringa,,Africa>Tanzania,
23641,,Jambiani,,Africa>Tanzania,
23642,,Kalema,,Africa>Tanzania,
23643,,Karatu,,Africa>Tanzania,
23644,,Kasanga,,Africa>Tanzania,
23645,,Kasumulu,,Africa>Tanzania,
23646,,Kigoma,,Africa>Tanzania,
23647,,"Kilwa Kisiwani",,Africa>Tanzania,
23648,,"Kilwa Kivinje",,Africa>Tanzania,
23649,,Kipili,,Africa>Tanzania,
23650,,Kiwengwa,,Africa>Tanzania,
23651,,Kizimkazi,,Africa>Tanzania,
23652,,Korogwe,,Africa>Tanzania,
23653,,Kyela,,Africa>Tanzania,
23654,,Lindi,,Africa>Tanzania,
23655,,Liuli,,Africa>Tanzania,
23656,,Machame,,Africa>Tanzania,
23657,,Makambako,,Africa>Tanzania,
23658,,Makunduchi,,Africa>Tanzania,
23659,,Marangu,,Africa>Tanzania,
23660,,"Mbamba Bay",,Africa>Tanzania,
23661,,Mbeya,,Africa>Tanzania,
23662,,Mikindani,,Africa>Tanzania,
23663,,"Mikumi Town",,Africa>Tanzania,
23664,,Mkoani,,Africa>Tanzania,
23665,,Mlalo,,Africa>Tanzania,
23666,,Mombo,,Africa>Tanzania,
23667,,Morogoro,,Africa>Tanzania,
23668,,Moshi,,Africa>Tanzania,
23669,,"Mto wa Mbu",,Africa>Tanzania,
23670,,Mtwara,,Africa>Tanzania,
23671,,Muheza,,Africa>Tanzania,
23672,,Mwanga,,Africa>Tanzania,
23673,,Newala,,Africa>Tanzania,
23674,,Njombe,,Africa>Tanzania,
23675,,Nungwi,,Africa>Tanzania,
23676,,Paje,,Africa>Tanzania,
23677,,Pangani,,Africa>Tanzania,
23678,,Singida,,Africa>Tanzania,
23679,,Soni,,Africa>Tanzania,
23680,,Tabora,,Africa>Tanzania,
23681,,Tanga,,Africa>Tanzania,
23682,,Tukuyu,,Africa>Tanzania,
23683,,Ujiji,,Africa>Tanzania,
23684,,Ayuthaya,,Asia>Thailand,
23685,,"Ban Bo Luang",,Asia>Thailand,
23686,,"Ban Chiang",,Asia>Thailand,
23687,,"Ban Pa-Ao",,Asia>Thailand,
23688,,"Ban Prasat",,Asia>Thailand,
23689,,"Ban Ta Klang",,Asia>Thailand,
23690,,"Ban Thoet Thai",,Asia>Thailand,
23691,,"Bang Saen",,Asia>Thailand,
23692,,"Bueng Kan",,Asia>Thailand,
23693,,Chanthaburi,,Asia>Thailand,
23694,,"Chiang Dao",,Asia>Thailand,
23695,,"Chiang Khan",,Asia>Thailand,
23696,,"Chiang Saen",,Asia>Thailand,
23697,,Chumphon,,Asia>Thailand,
23698,,"Dan Sai",,Asia>Thailand,
23699,,E-Thong,,Asia>Thailand,
23700,,"Hang Dong",,Asia>Thailand,
23701,,"Hat Chaweng",,Asia>Thailand,
23702,,"Hat Patong",,Asia>Thailand,
23703,,"Kamphaeng Phet",,Asia>Thailand,
23704,,Kanchanaburi,,Asia>Thailand,
23705,,"Khong Jiam",,Asia>Thailand,
23706,,"Khun Yuam",,Asia>Thailand,
23707,,Lamphun,,Asia>Thailand,
23708,,Lopburi,,Asia>Thailand,
23709,,"Mae Hong Son",,Asia>Thailand,
23710,,"Mae Rim",,Asia>Thailand,
23711,,"Mae Sai",,Asia>Thailand,
23712,,"Mae Sariang",,Asia>Thailand,
23713,,"Mae Sot",,Asia>Thailand,
23714,,Mukdahan,,Asia>Thailand,
23715,,"Nakhon Pathom",,Asia>Thailand,
23716,,"Nakhon Phanom",,Asia>Thailand,
23717,,Nan,,Asia>Thailand,
23718,,"Nang Rong",,Asia>Thailand,
23719,,Natai,,Asia>Thailand,
23720,,Pai,,Asia>Thailand,
23721,,Pattani,,Asia>Thailand,
23722,,Phang-Nga,,Asia>Thailand,
23723,,Phayao,,Asia>Thailand,
23724,,Phrae,,Asia>Thailand,
23725,,"Ranong Town",,Asia>Thailand,
23726,,Sangkhom,,Asia>Thailand,
23727,,Sukhothai,,Asia>Thailand,
23728,,"Sungai Kolok",,Asia>Thailand,
23729,,Surin,,Asia>Thailand,
23730,,"Tha Ton",,Asia>Thailand,
23731,,"That Phanom",,Asia>Thailand,
23732,,"Thong Pha Phum",,Asia>Thailand,
23733,,Trang,,Asia>Thailand,
23734,,Trat,,Asia>Thailand,
23735,,Yala,,Asia>Thailand,
23736,,Yasothon,,Asia>Thailand,
23737,,"Gregory Town",,"North America>Bahamas",
23738,,"Marsh Harbour",,"North America>Bahamas",
23739,,"McLean's Town",,"North America>Bahamas",
23740,,"St Anne",,"Europe>United Kingdom",
23741,,"St Helier",,"Europe>United Kingdom",
23742,,"St Peter Port",,"Europe>United Kingdom",
23743,,Avarua,,"Oceania>Cook Islands",
23744,,"Basse Santa Su",,Africa>Gambia,
23745,,Gunjur,,Africa>Gambia,
23746,,Sanyang,,Africa>Gambia,
23747,,Tanji,,Africa>Gambia,
23748,,Tujering,,Africa>Gambia,
23749,,Cayenne,,"South America>French Guiana",
23750,,Georgetown,,"South America>French Guiana",
23751,,Paramaribo,,"South America>French Guiana",
23752,,Apeldoorn,,Europe>Netherlands,
23753,,Assen,,Europe>Netherlands,
23754,,Bourtange,,Europe>Netherlands,
23755,,"Den Bosch",,Europe>Netherlands,
23756,,"Den Helder",,Europe>Netherlands,
23757,,Domburg,,Europe>Netherlands,
23758,,Doorn,,Europe>Netherlands,
23759,,Edam,,Europe>Netherlands,
23760,,Enkhuizen,,Europe>Netherlands,
23761,,Franeker,,Europe>Netherlands,
23762,,Giethoorn,,Europe>Netherlands,
23763,,Groesbeek,,Europe>Netherlands,
23764,,Hoorn,,Europe>Netherlands,
23765,,Kampen,,Europe>Netherlands,
23766,,Kinderdijk,,Europe>Netherlands,
23767,,Lelystad,,Europe>Netherlands,
23768,,Lisse,,Europe>Netherlands,
23769,,Marken,,Europe>Netherlands,
23770,,Medemblik,,Europe>Netherlands,
23771,,Monnickendam,,Europe>Netherlands,
23772,,Muiden,,Europe>Netherlands,
23773,,Oosterbeek,,Europe>Netherlands,
23774,,Oudewater,,Europe>Netherlands,
23775,,Sneek,,Europe>Netherlands,
23776,,Veere,,Europe>Netherlands,
23777,,"Zaanse Schans",,Europe>Netherlands,
23778,,Balibo,,Asia>Timor-Leste,
23779,,Maubisse,,Asia>Timor-Leste,
23780,,Aneho,,Africa>Togo,
23781,,Atakpame,,Africa>Togo,
23782,,Dapaong,,Africa>Togo,
23783,,Kara,,Africa>Togo,
23784,,Kpalime,,Africa>Togo,
23785,,Neiafu,,Oceania>Tonga,
23786,,Buccoo,,"South America>Trinidad and Tobago",
23787,,Castara,,"South America>Trinidad and Tobago",
23788,,Charlotteville,,"South America>Trinidad and Tobago",
23789,,"Grande Riviere",,"South America>Trinidad and Tobago",
23790,,Scarborough,,"South America>Trinidad and Tobago",
23791,,"Ain Draham",,Africa>Tunisia,
23792,,Beja,,Africa>Tunisia,
23793,,Chebika,,Africa>Tunisia,
23794,,Chenini,,Africa>Tunisia,
23795,,Douz,,Africa>Tunisia,
23796,,"El Haouaria",,Africa>Tunisia,
23797,,Erriadh,,Africa>Tunisia,
23798,,Gafsa,,Africa>Tunisia,
23799,,"Ghar El Melh",,Africa>Tunisia,
23800,,"Houmt Souk",,Africa>Tunisia,
23801,,Kebili,,Africa>Tunisia,
23802,,Kebili,,Africa>Tunisia,
23803,,Kelibia,,Africa>Tunisia,
23804,,Kesra,,Africa>Tunisia,
23805,,Korba,,Africa>Tunisia,
23806,,Korbous,,Africa>Tunisia,
23807,,"Ksar Oued Soltane",,Africa>Tunisia,
23808,,"Le Kef",,Africa>Tunisia,
23809,,Mahdia,,Africa>Tunisia,
23810,,Matmata,,Africa>Tunisia,
23811,,Medenine,,Africa>Tunisia,
23812,,Nefta,,Africa>Tunisia,
23813,,"Port El Kantaoui",,Africa>Tunisia,
23814,,Sbeitla,,Africa>Tunisia,
23815,,Tabarka,,Africa>Tunisia,
23816,,Takrouna,,Africa>Tunisia,
23817,,Tataouine,,Africa>Tunisia,
23818,,Testour,,Africa>Tunisia,
23819,,Tozeur,,Africa>Tunisia,
23820,,Zaafrane,,Africa>Tunisia,
23821,,Zaghouan,,Africa>Tunisia,
23822,,Zriba,,Africa>Tunisia,
23824,,Andijon,,Asia>Uzbekistan,
23825,,Bukhara,,Asia>Uzbekistan,
23826,,Fergana,,Asia>Uzbekistan,
23827,,Kokand,,Asia>Uzbekistan,
23828,,Moynaq,,Asia>Uzbekistan,
23829,,Nukus,,Asia>Uzbekistan,
23830,,Nurata,,Asia>Uzbekistan,
23831,,Samarkand,,Asia>Uzbekistan,
23832,,Urgench,,Asia>Uzbekistan,
23833,,Luganville,,Oceania>Vanuatu,
23834,,"Altagracia de Orituco",,"South America>Venezuela",
23835,,Barcelona,,"South America>Venezuela",
23836,,Barinas,,"South America>Venezuela",
23837,,Bocono,,"South America>Venezuela",
23838,,Carora,,"South America>Venezuela",
23839,,Chichiriviche,,"South America>Venezuela",
23840,,Chivacoa,,"South America>Venezuela",
23841,,"Ciudad Bolivar",,"South America>Venezuela",
23842,,"Ciudad Gugana",,"South America>Venezuela",
23843,,Coro,,"South America>Venezuela",
23844,,Cumana,,"South America>Venezuela",
23845,,"El Yaque",,"South America>Venezuela",
23846,,Merida,,"South America>Venezuela",
23847,,Maracg,,"South America>Venezuela",
23848,,Maturin,,"South America>Venezuela",
23849,,Pampatar,,"South America>Venezuela",
23850,,"Puerto la Cruz",,"South America>Venezuela",
23851,,"Punto Fijo",,"South America>Venezuela",
23852,,"San Cristobal",,"South America>Venezuela",
23853,,"San Juan de Las Galdonas",,"South America>Venezuela",
23854,,Trujillo,,"South America>Venezuela",
23855,,Tucacas,,"South America>Venezuela",
23856,,Valera,,"South America>Venezuela",
23857,,"Bac Ha",,Asia>Vietnam,
23858,,"Ben Tre",,Asia>Vietnam,
23859,,"Buon Ma Thuot",,Asia>Vietnam,
23860,,"Ca Mau",,Asia>Vietnam,
23861,,"Can Tho",,Asia>Vietnam,
23862,,"Cao Lanh",,Asia>Vietnam,
23863,,"Chau Doc",,Asia>Vietnam,
23864,,"Con Son",,Asia>Vietnam,
23865,,"Ha Tien",,Asia>Vietnam,
23866,,"Hoa Binh",,Asia>Vietnam,
23867,,Hue,,Asia>Vietnam,
23868,,"Kon Tum",,Asia>Vietnam,
23869,,"Lao Cai",,Asia>Vietnam,
23870,,"Long Xuyen",,Asia>Vietnam,
23871,,"Mong Cai",,Asia>Vietnam,
23872,,"Phan Thiet",,Asia>Vietnam,
23873,,Sapa,,Asia>Vietnam,
23874,,"Soc Trang",,Asia>Vietnam,
23875,,"Son La",,Asia>Vietnam,
23876,,"Tg Ninh",,Asia>Vietnam,
23877,,"Tra Vinh",,Asia>Vietnam,
23878,,"Tuy Hoa",,Asia>Vietnam,
23879,,Aberaeron,,"Europe>United Kingdom",
23880,,Aberdaron,,"Europe>United Kingdom",
23881,,"Abergavenny (Y Fenni)",,"Europe>United Kingdom",
23882,,Abersoch,,"Europe>United Kingdom",
23883,,"Bala (Y Bala)",,"Europe>United Kingdom",
23884,,"Barry (Y Barri)",,"Europe>United Kingdom",
23885,,"Beaumaris (Biwmares)",,"Europe>United Kingdom",
23886,,Beddgelert,,"Europe>United Kingdom",
23887,,Benllech,,"Europe>United Kingdom",
23888,,Betws-y-Coed,,"Europe>United Kingdom",
23889,,"Blaenau Ffestiniog",,"Europe>United Kingdom",
23890,,"Blaenavon (Blaenafon)",,"Europe>United Kingdom",
23891,,"Brecon (Aberhonddu)",,"Europe>United Kingdom",
23892,,"Builth Wells (Llanfair-Ym-Muallt)",,"Europe>United Kingdom",
23893,,"Caerleon (Caerllion)",,"Europe>United Kingdom",
23894,,"Capel Curig",,"Europe>United Kingdom",
23895,,"Cardigan (Aberteifi)",,"Europe>United Kingdom",
23896,,Carew,,"Europe>United Kingdom",
23897,,Cemaes,,"Europe>United Kingdom",
23898,,"Chepstow (Cas-gwent)",,"Europe>United Kingdom",
23899,,Cilmery,,"Europe>United Kingdom",
23900,,Conwy,,"Europe>United Kingdom",
23901,,Corris,,"Europe>United Kingdom",
23902,,"Crickhowell (Crughywel)",,"Europe>United Kingdom",
23903,,Denbigh,,"Europe>United Kingdom",
23904,,Grosmont,,"Europe>United Kingdom",
23905,,Harlech,,"Europe>United Kingdom",
23906,,"Haverfordwest (Hwlffordd)",,"Europe>United Kingdom",
23907,,"Hg-on-Wye (Y Gelli Gandryll)",,"Europe>United Kingdom",
23908,,"Laugharne (Talacharn)",,"Europe>United Kingdom",
23909,,Llanarthne,,"Europe>United Kingdom",
23910,,Llanbedrog,,"Europe>United Kingdom",
23911,,Llanberis,,"Europe>United Kingdom",
23912,,Llandeilo,,"Europe>United Kingdom",
23913,,"Llandovery (Llanymddyfri)",,"Europe>United Kingdom",
23914,,Llanelli,,"Europe>United Kingdom",
23915,,"Llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogoch (Llanfair PG)",,"Europe>United Kingdom",
23916,,Llanfrynach,,"Europe>United Kingdom",
23917,,"Llanwrtyd Wells (Llanwrtyd)",,"Europe>United Kingdom",
23918,,Machynlleth,,"Europe>United Kingdom",
23919,,"Manorbier (MaenorbA·r)",,"Europe>United Kingdom",
23920,,"Menai Bridge",,"Europe>United Kingdom",
23921,,"Merthyr Tydfil (Merthyr Tudful)",,"Europe>United Kingdom",
23922,,Moelfre,,"Europe>United Kingdom",
23923,,"Monmouth (Trefynwy)",,"Europe>United Kingdom",
23924,,"Morfa Nefyn",,"Europe>United Kingdom",
23925,,"Narberth (Arberth)",,"Europe>United Kingdom",
23926,,"Newcastle Emlyn",,"Europe>United Kingdom",
23927,,"Newport (Trefdraeth)",,"Europe>United Kingdom",
23928,,"Newtown (Y Drenewydd)",,"Europe>United Kingdom",
23929,,"Pembroke (Penfro)",,"Europe>United Kingdom",
23930,,Penarth,,"Europe>United Kingdom",
23931,,Porthmadog,,"Europe>United Kingdom",
23932,,"Presteigne (Llanandras)",,"Europe>United Kingdom",
23933,,Pwllheli,,"Europe>United Kingdom",
23934,,Reynoldston,,"Europe>United Kingdom",
23935,,"Rhgader (Rhaeadr Gwy)",,"Europe>United Kingdom",
23936,,Rhosneigr,,"Europe>United Kingdom",
23937,,Saundersfoot,,"Europe>United Kingdom",
23938,,"Skenfrith (Ynysgynwraidd)",,"Europe>United Kingdom",
23939,,"Solva (Solfach)",,"Europe>United Kingdom",
23940,,"St Davids (Tyddewi)",,"Europe>United Kingdom",
23941,,"St Dogmaels (Llandudoch)",,"Europe>United Kingdom",
23942,,Talgarth,,"Europe>United Kingdom",
23943,,Talybont-on-Usk,,"Europe>United Kingdom",
23944,,"Tenby (Dinbych Y Pysgod)",,"Europe>United Kingdom",
23945,,"The Mumbles (Y Mwmbwls)",,"Europe>United Kingdom",
23946,,Tywyn,,"Europe>United Kingdom",
23947,,"Welshpool (Y Trallwng)",,"Europe>United Kingdom",
23948,,Chirundu,,Africa>Zambia,
23949,,Choma,,Africa>Zambia,
23950,,Kabwe,,Africa>Zambia,
23951,,"Kapiri Mposhi",,Africa>Zambia,
23952,,Livingstone,,Africa>Zambia,
23953,,Mongu,,Africa>Zambia,
23954,,Mpika,,Africa>Zambia,
23955,,Mpulungu,,Africa>Zambia,
23956,,Ndola,,Africa>Zambia,
23957,,Petauke,,Africa>Zambia,
23958,,Senanga,,Africa>Zambia,
23959,,Serenje,,Africa>Zambia,
23960,,Sesheke,,Africa>Zambia,
23961,,Sinazongwe,,Africa>Zambia,
23962,,Chinhoyi,,Africa>Zimbabwe,
23963,,"Kariba Town",,Africa>Zimbabwe,
23964,,"Kariba Town",,Africa>Zimbabwe,
23965,,Mutare,,Africa>Zimbabwe,
23966,,"Victoria Falls (town)",,Africa>Zimbabwe,
23967,,Iskenderun,,Europe>Turkey,
23968,,Izmir,,Europe>Turkey,
23969,,Adilcevaz,,Europe>Turkey,
23970,,Alacatan,,Europe>Turkey,
23971,,Amasra,,Europe>Turkey,
23972,,Amasya,,Europe>Turkey,
23973,,Anamur,,Europe>Turkey,
23974,,Antakya,,Europe>Turkey,
23975,,Antakya,,Europe>Turkey,
23976,,Urgup,,Europe>Turkey,
23977,,Ardahan,,Europe>Turkey,
23978,,Artvin,,Europe>Turkey,
23979,,Avanos,,Europe>Turkey,
23980,,Beypazaran,,Europe>Turkey,
23981,,Bitlis,,Europe>Turkey,
23982,,Dalaman,,Europe>Turkey,
23983,,Divrigi,,Europe>Turkey,
23984,,Dogubgazant,,Europe>Turkey,
23985,,Egirdir,,Europe>Turkey,
23986,,Gocek,,Europe>Turkey,
23987,,Gokceada,,Europe>Turkey,
23988,,Goreme,,Europe>Turkey,
23989,,Gulsehir,,Europe>Turkey,
23990,,Guzelyurt,,Europe>Turkey,
23991,,Gaziantep,,Europe>Turkey,
23992,,Harran,,Europe>Turkey,
23993,,Hasankeyf,,Europe>Turkey,
23994,,Igdanr,,Europe>Turkey,
23995,,Kanzkalesi,,Europe>Turkey,
23996,,Kahta,,Europe>Turkey,
23997,,Kalkan,,Europe>Turkey,
23998,,Kars,,Europe>Turkey,
23999,,Kirazlan,,Europe>Turkey,
24000,,Kugadasan,,Europe>Turkey,
24001,,Malatya,,Europe>Turkey,
24002,,Mardin,,Europe>Turkey,
24003,,Mudanya,,Europe>Turkey,
24004,,Nevgehir,,Europe>Turkey,
24005,,Ordu,,Europe>Turkey,
24006,,Pamukkale,,Europe>Turkey,
24007,,Rize,,Europe>Turkey,
24008,,Safranbolu,,Europe>Turkey,
24009,,Sarankamang,,Europe>Turkey,
24010,,Savur,,Europe>Turkey,
24011,,Selcuk,,Europe>Turkey,
24012,,Selimiye,,Europe>Turkey,
24013,,Side,,Europe>Turkey,
24014,,Sille,,Europe>Turkey,
24015,,Sinop,,Europe>Turkey,
24016,,Tagucu,,Europe>Turkey,
24017,,Tatvan,,Europe>Turkey,
24018,,Tire,,Europe>Turkey,
24019,,Tokat,,Europe>Turkey,
24020,,Trabzon,,Europe>Turkey,
24021,,Uzungol,,Europe>Turkey,
24022,,Yusufeli,,Europe>Turkey,
24023,,Dashoguz,,Asia>Turkmenistan,
24024,,Konye-Urgench,,Asia>Turkmenistan,
24025,,Turkmenbashi,,Asia>Turkmenistan,
24026,,Entebbe,,Africa>Uganda,
24027,,"Fort Portal",,Africa>Uganda,
24028,,Hoima,,Africa>Uganda,
24029,,Jinja,,Africa>Uganda,
24030,,Kasese,,Africa>Uganda,
24031,,Kitgum,,Africa>Uganda,
24032,,Masindi,,Africa>Uganda,
24033,,Mbale,,Africa>Uganda,
24034,,Alushta,,Europe>Ukraine,
24035,,Bakhchysarg,,Europe>Ukraine,
24036,,"Bakhmut & Soledar",,Europe>Ukraine,
24037,,Dubno,,Europe>Ukraine,
24038,,Feodosiya,,Europe>Ukraine,
24039,,Kamyanets-Podilsky,,Europe>Ukraine,
24040,,Kaniv,,Europe>Ukraine,
24041,,Kerch,,Europe>Ukraine,
24042,,Kosiv,,Europe>Ukraine,
24043,,Mukacheve,,Europe>Ukraine,
24044,,Myrhorod,,Europe>Ukraine,
24045,,Rakhiv,,Europe>Ukraine,
24046,,Sevastopol,,Europe>Ukraine,
